,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
111,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 186185,Semi Deluxe Non AC Seater 2+2,16:45,02h 15m,19:00,3.9,142.0,35,Rajasthan,Sikar,Jaipur (Rajasthan)
112,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 177352,Express Non AC Seater 2+3,17:10,02h 05m,19:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
113,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 135861,Express Non AC Seater 2+3,17:20,02h 30m,19:50,3.9,129.0,46,Rajasthan,Sikar,Jaipur (Rajasthan)
114,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 160960,Express Non AC Seater 2+3,17:20,02h 25m,19:45,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
115,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 173073,Super Luxury Volvo AC Seater Pushback 2+2,17:30,01h 45m,19:15,4.0,213.0,2,Rajasthan,Sikar,Jaipur (Rajasthan)
116,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193857,Express Non AC Seater 2+3,17:35,02h 25m,20:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
117,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193696,Deluxe AC Seater 2+2,17:40,02h 05m,19:45,3.6,228.0,34,Rajasthan,Sikar,Jaipur (Rajasthan)
118,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168295,Express Non AC Seater 2+3,17:40,02h 10m,19:50,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
119,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 189041,Express Non AC Seater 2+3,17:55,02h 20m,20:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
120,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 177353,Express Non AC Seater 2+3,18:15,02h 15m,20:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
121,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168778,Express Non AC Seater 2+3,18:30,03h 20m,21:50,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
122,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 104469,Express Non AC Seater 2+3,18:35,02h 15m,20:50,3.9,129.0,46,Rajasthan,Sikar,Jaipur (Rajasthan)
123,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 170435,Express Non AC Seater 2+3,19:00,02h 15m,21:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
124,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 173071,Super Luxury Volvo AC Seater Pushback 2+2,19:05,01h 55m,21:00,4.1,213.0,12,Rajasthan,Sikar,Jaipur (Rajasthan)
125,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168498,Express Non AC Seater 2+3,19:30,03h 00m,22:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
126,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193580,Express Non AC Seater 2+3,19:40,01h 50m,21:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
127,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 194319,Deluxe AC Seater 2+2,20:00,02h 00m,22:00,3.9,228.0,33,Rajasthan,Sikar,Jaipur (Rajasthan)
128,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 177354,Express Non AC Seater 2+3,20:10,02h 05m,22:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
129,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 188344,Express Non AC Seater 2+3,21:00,02h 00m,23:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
130,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168785,Express Non AC Seater 2+3,21:00,02h 15m,23:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
131,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 177523,Express Non AC Seater 2+3,21:10,02h 05m,23:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
132,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 171167,Express Non AC Seater 2+3,21:20,01h 40m,23:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
133,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168794,Express Non AC Seater 2+3,21:50,02h 25m,00:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
134,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193272,Express Non AC Seater 2+3,22:15,01h 40m,23:55,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
135,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168765,Express Non AC Seater 2+3,22:25,02h 05m,00:30,3.9,139.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
136,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 178042,Express Non AC Seater 2+3,23:40,12h 19m,11:59,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
137,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Salasar Darshan Travels,Non AC Seater (2+3),16:50,02h 20m,19:10,4.7,150.0,56,Rajasthan,Sikar,Jaipur (Rajasthan)
138,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,02h 55m,21:40,3.5,250.0,34,Rajasthan,Sikar,Jaipur (Rajasthan)
139,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Maharaja Travels,A/C Seater / Sleeper (2+1),19:40,02h 40m,22:20,3.1,286.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
140,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),20:00,02h 45m,22:45,3.8,200.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
141,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:00,03h 00m,23:00,3.5,200.0,37,Rajasthan,Sikar,Jaipur (Rajasthan)
142,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Rishabh travels,Bharat Benz A/C Sleeper (2+1),20:04,03h 27m,23:31,3.4,270.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
143,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Neeraj travels,A/C Seater / Sleeper (2+1),20:40,02h 40m,23:20,3.4,324.0,34,Rajasthan,Sikar,Jaipur (Rajasthan)
144,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Dashmesh Travels,A/C Seater / Sleeper (2+1),21:00,02h 00m,23:00,3.4,370.0,29,Rajasthan,Sikar,Jaipur (Rajasthan)
145,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),20:00,03h 00m,23:00,2.2,250.0,34,Rajasthan,Sikar,Jaipur (Rajasthan)
146,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Ajay Raj Travel Agency,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01h 50m,23:05,2.2,250.0,28,Rajasthan,Sikar,Jaipur (Rajasthan)
147,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),19:00,03h 15m,22:15,2.2,188.0,39,Rajasthan,Sikar,Jaipur (Rajasthan)
148,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sagwan Travels,A/C Seater / Sleeper (2+1),17:40,02h 30m,20:10,2.0,270.0,35,Rajasthan,Sikar,Jaipur (Rajasthan)
149,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Amit Travels,Bharat Benz A/C Seater (2+2),15:55,02h 25m,18:20,1.6,349.0,40,Rajasthan,Sikar,Jaipur (Rajasthan)
150,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),20:10,02h 15m,22:25,2.2,150.0,33,Rajasthan,Sikar,Jaipur (Rajasthan)
151,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Ankit Travels,AC Seater (2+2),17:50,02h 20m,20:10,2.1,300.0,45,Rajasthan,Sikar,Jaipur (Rajasthan)
152,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sagwan Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02h 30m,22:30,2.0,278.0,38,Rajasthan,Sikar,Jaipur (Rajasthan)
153,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Vijay Travels Kota,Non A/C Seater / Sleeper (2+1),20:00,02h 15m,22:15,2.4,250.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
154,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),20:15,02h 30m,22:45,2.8,369.0,37,Rajasthan,Sikar,Jaipur (Rajasthan)
155,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),20:35,02h 55m,23:30,2.8,278.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
156,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,IBS Tour and Travels,A/C Seater / Sleeper (2+1),20:40,01h 55m,22:35,2.7,332.0,37,Rajasthan,Sikar,Jaipur (Rajasthan)
157,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),21:00,02h 15m,23:15,2.8,370.0,39,Rajasthan,Sikar,Jaipur (Rajasthan)
158,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Mahadev Travels Pilani,A/C Seater / Sleeper (2+1),21:15,02h 10m,23:25,2.7,300.0,32,Rajasthan,Sikar,Jaipur (Rajasthan)
159,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,GK Travels,A/C Sleeper (2+1),15:30,02h 30m,18:00,3.6,1499.0,17,Rajasthan,Sikar,Jaipur (Rajasthan)
160,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Maharaja Travels,A/C Seater / Sleeper (2+1),15:55,02h 45m,18:40,3.1,429.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
161,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Maharaja Travels,A/C Seater / Sleeper (2+1),16:50,02h 15m,19:05,3.1,429.0,45,Rajasthan,Sikar,Jaipur (Rajasthan)
162,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSRTC - 157451,Super Luxury Volvo AC Seater Pushback 2+2,17:30,06h 15m,23:45,3.6,740.0,21,Rajasthan,Jaipur (Rajasthan),Jodhpur
163,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSRTC - 189582,NON AC Seater / Sleeper 2+1,20:01,07h 29m,03:30,3.2,448.0,20,Rajasthan,Jaipur (Rajasthan),Jodhpur
164,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSRTC - 190961,NON AC Seater / Sleeper 2+1,20:40,08h 00m,04:40,3.2,448.0,37,Rajasthan,Jaipur (Rajasthan),Jodhpur
165,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSRTC - 163517,Express Non AC Seater 2+3,21:05,07h 55m,05:00,3.2,356.0,42,Rajasthan,Jaipur (Rajasthan),Jodhpur
166,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,22:31,06h 14m,04:45,4.2,740.0,34,Rajasthan,Jaipur (Rajasthan),Jodhpur
167,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSRTC - 170972,Super Luxury Volvo AC Seater Pushback 2+2,23:59,06h 16m,06:15,3.6,740.0,36,Rajasthan,Jaipur (Rajasthan),Jodhpur
168,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,M R Travels,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,4.2,500.0,27,Rajasthan,Jaipur (Rajasthan),Jodhpur
169,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Gajraj Travels,A/C Sleeper (2+1),22:15,07h 20m,05:35,4.6,600.0,19,Rajasthan,Jaipur (Rajasthan),Jodhpur
170,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jain travels regd,AC Sleeper (2+1),22:30,06h 35m,05:05,4.3,600.0,28,Rajasthan,Jaipur (Rajasthan),Jodhpur
171,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jain travels regd,A/C Seater / Sleeper (2+1),23:00,07h 00m,06:00,4.3,450.0,33,Rajasthan,Jaipur (Rajasthan),Jodhpur
172,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,M R Travels,A/C Seater / Sleeper (2+1),23:35,06h 35m,06:10,3.8,500.0,29,Rajasthan,Jaipur (Rajasthan),Jodhpur
173,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Sainath Travel Agency,Non A/C Seater / Sleeper (2+1),22:00,08h 00m,06:00,3.3,350.0,28,Rajasthan,Jaipur (Rajasthan),Jodhpur
174,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Shree Paras Travels,NON AC Seater / Sleeper 2+1,21:00,08h 30m,05:30,3.7,350.0,28,Rajasthan,Jaipur (Rajasthan),Jodhpur
175,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Swagat Travels,A/C Seater / Sleeper (2+1),20:00,07h 50m,03:50,3.7,500.0,30,Rajasthan,Jaipur (Rajasthan),Jodhpur
176,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jakhar Travels,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,3.4,429.0,18,Rajasthan,Jaipur (Rajasthan),Jodhpur
177,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),18:30,07h 00m,01:30,3.2,450.0,28,Rajasthan,Jaipur (Rajasthan),Jodhpur
178,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),20:00,07h 05m,03:05,3.2,450.0,38,Rajasthan,Jaipur (Rajasthan),Jodhpur
179,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Chouhan travels and Cargo,A/C Seater / Sleeper (2+1),20:20,07h 10m,03:30,3.2,600.0,36,Rajasthan,Jaipur (Rajasthan),Jodhpur
180,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),19:00,07h 30m,02:30,1.9,330.0,37,Rajasthan,Jaipur (Rajasthan),Jodhpur
181,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Pooja Travels,A/C Seater / Sleeper (2+1),16:45,08h 30m,01:15,1.8,500.0,35,Rajasthan,Jaipur (Rajasthan),Jodhpur
182,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jakhar Travels,A/C Sleeper (2+1),21:00,06h 50m,03:50,2.5,600.0,20,Rajasthan,Jaipur (Rajasthan),Jodhpur
183,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),20:15,06h 45m,03:00,2.4,600.0,33,Rajasthan,Jaipur (Rajasthan),Jodhpur
184,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),21:30,05h 40m,03:10,1.7,600.0,8,Rajasthan,Jaipur (Rajasthan),Jodhpur
185,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Gorsiya Travels,A/C Seater / Sleeper (2+1),19:15,06h 45m,02:00,2.0,400.0,33,Rajasthan,Jaipur (Rajasthan),Jodhpur
186,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),21:00,07h 20m,04:20,2.3,450.0,36,Rajasthan,Jaipur (Rajasthan),Jodhpur
187,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Ganesh Travels,NON A/C Seater/ Sleeper (2+1),20:30,07h 00m,03:30,2.8,399.0,34,Rajasthan,Jaipur (Rajasthan),Jodhpur
188,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,BG Travels,A/C Seater / Sleeper (2+1),21:30,07h 55m,05:25,1.2,740.0,43,Rajasthan,Jaipur (Rajasthan),Jodhpur
189,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Geetanjali Travels,NON AC Seater / Sleeper 2+1,21:40,07h 05m,04:45,1.9,400.0,36,Rajasthan,Jaipur (Rajasthan),Jodhpur
190,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jain Shiv Shankar Travels,NON A/C Seater/ Sleeper (2+1),20:20,07h 30m,03:50,2.0,350.0,34,Rajasthan,Jaipur (Rajasthan),Jodhpur
191,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Sainath Travel Agency,NON AC Seater / Sleeper 2+1,23:00,07h 30m,06:30,2.4,350.0,28,Rajasthan,Jaipur (Rajasthan),Jodhpur
192,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),18:00,06h 30m,00:30,2.4,400.0,19,Rajasthan,Jaipur (Rajasthan),Jodhpur
193,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05h 46m,05:45,2.6,600.0,22,Rajasthan,Jaipur (Rajasthan),Jodhpur
194,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RR Travels,A/C Seater / Sleeper (2+1),21:55,08h 50m,06:45,2.2,428.0,41,Rajasthan,Jaipur (Rajasthan),Jodhpur
195,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Geetanjali Travels,A/C Seater / Sleeper (2+1),18:02,07h 10m,01:12,2.2,450.0,18,Rajasthan,Jaipur (Rajasthan),Jodhpur
196,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),17:40,06h 55m,00:35,2.0,400.0,18,Rajasthan,Jaipur (Rajasthan),Jodhpur
197,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RR Travels,Non A/C Seater / Sleeper (2+1),21:56,08h 50m,06:46,2.2,380.0,40,Rajasthan,Jaipur (Rajasthan),Jodhpur
198,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Navrang Sanjay Travels,NON A/C Sleeper (2+1),22:30,08h 00m,06:30,2.6,550.0,30,Rajasthan,Jaipur (Rajasthan),Jodhpur
199,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - BDV0146,Ordinary Non AC Seater 2+3,17:29,08h 51m,02:20,3.3,361.0,52,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
200,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - BDV0042,Ordinary Non AC Seater 2+3,17:30,07h 31m,01:01,3.3,361.0,52,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
201,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - ALI0024,Ordinary Non AC Seater 2+3,21:00,08h 00m,05:00,3.5,361.0,49,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
202,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,08h 45m,06:00,4.2,400.0,36,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
203,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,07h 50m,05:20,3.9,400.0,24,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
204,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 05m,07:00,2.5,699.0,12,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
205,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),23:30,06h 45m,06:15,1.2,600.0,24,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
206,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),23:55,07h 05m,07:00,1.2,799.0,16,Rajasthan,Aligarh (uttar pradesh),Jaipur (Rajasthan)
207,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSRTC - 190202,Express Non AC Seater 2+3,21:50,07h 10m,05:00,3.7,369.0,42,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
208,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSRTC - 193797,NON AC Seater / Sleeper 2+1,22:01,06h 29m,04:30,3.3,463.0,24,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
209,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSRTC - 189082,Super Luxury Volvo AC Seater Pushback 2+2,23:00,07h 00m,06:00,4.2,570.0,16,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
210,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,UPSRTC - BDV0129,Ordinary Non AC Seater 2+3,23:44,07h 41m,07:25,3.3,361.0,52,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
211,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,07h 25m,04:55,4.4,400.0,39,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
212,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,07h 00m,04:00,3.1,499.0,19,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
213,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,07h 10m,04:25,3.3,400.0,45,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
214,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),22:30,05h 45m,04:15,3.0,499.0,20,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
215,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,07h 00m,03:15,3.0,450.0,25,Rajasthan,Jaipur (Rajasthan),Aligarh (uttar pradesh)
